id,departement,circonscription,numPanneau,nomCandidat,prenomCandidat,civiliteCandidat,codeNuance,libelleNuance
1319,42,4206,8,GUY-MERCIER,Yvan,M.,REC,Reconquête !
1320,43,4301,1,DRACOS,Electre,Mme,EXG,Extrême gauche
1321,43,4301,2,GACON,Celline,Mme,UG,Union de la gauche
1322,43,4301,3,HEUZEY,Alexandre,M.,RN,Rassemblement National
1323,43,4301,4,GALLIEN,Cécile Marcelle,Mme,ENS,Ensemble ! (Majorité présidentielle)
1324,43,4301,5,WAUQUIEZ,Laurent,M.,LR,Les Républicains
1325,43,4302,1,VIGIER,Jean-Pierre,M.,LR,Les Républicains
1326,43,4302,2,BREBION,Antoine,M.,EXG,Extrême gauche
1327,43,4302,3,GIRE-JOUBERT,Patricia Pierrette,Mme,ENS,Ensemble ! (Majorité présidentielle)
1328,43,4302,4,CHAPAVEIRE,Andre Antoine Célestin,M.,UG,Union de la gauche
1329,43,4302,5,FOURETS,Suzanne Maryse Denise,Mme,RN,Rassemblement National
1330,44,4401,1,COLLOBER,Betty,Mme,EXG,Extrême gauche
1331,44,4401,2,PECQUEUR,Bryan,M.,RN,Rassemblement National
1332,44,4401,3,BELHAMITI,Mounir,M.,ENS,Ensemble ! (Majorité présidentielle)
1333,44,4401,4,DEFRANCE,Hélène,Mme,EXG,Extrême gauche
1334,44,4401,5,BENBRAHIM,Karim,M.,UG,Union de la gauche
1335,44,4402,1,COPROS,Adrien,M.,DVG,Divers gauche
1336,44,4402,2,FER,Nolwenn,Mme,RN,Rassemblement National
1337,44,4402,3,CHIGNOLE,Zora,Mme,DIV,Divers
1338,44,4402,4,VABRE,Nicolas,M.,EXG,Extrême gauche
1339,44,4402,5,BAZILLE,Nicolas,M.,EXG,Extrême gauche
1340,44,4402,6,KERBRAT,Andy,M.,UG,Union de la gauche
1341,44,4402,7,AMROUCHE,Louisa,Mme,LR,Les Républicains
1342,44,4402,8,OPPELT,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle)
1343,44,4403,1,DOLIDON,Hélène,Mme,EXG,Extrême gauche
1344,44,4403,2,PERROT,Gildas,M.,REG,Régionaliste
1345,44,4403,3,VAN GOETHEM,Sophie,Mme,LR,Les Républicains
1346,44,4403,4,AMIOT,Ségolène,Mme,UG,Union de la gauche
1347,44,4403,5,ARC,Laurie,Mme,RN,Rassemblement National
1348,44,4403,6,ANNEREAU,Matthieu,M.,ENS,Ensemble ! (Majorité présidentielle)
1349,44,4404,1,GAUVIN,Mattis,M.,EXG,Extrême gauche
1350,44,4404,2,PELLEGRINI,Stéphane,M.,EXG,Extrême gauche
1351,44,4404,3,OLLÉON,François,M.,ECO,Ecologistes
1352,44,4404,4,LUSSON,Astrid,Mme,DVD,Divers droite
1353,44,4404,5,AMADOU,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle)
1354,44,4404,6,PINEAU,Gaëlle,Mme,RN,Rassemblement National
1355,44,4404,7,LAERNOES,Julie,Mme,UG,Union de la gauche
1356,44,4405,1,ROUSSEL,Fabrice,M.,UG,Union de la gauche
1357,44,4405,2,CLOPEAU,Emmanuelle,Mme,EXG,Extrême gauche
1358,44,4405,3,EL HAÏRY,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle)
1359,44,4405,4,COMBY,Bruno,M.,UXD,Union de l'extrême droite
1360,44,4406,1,CATHELINE,Marie-Paule,Mme,EXG,Extrême gauche
1361,44,4406,2,PICHON,Julio,M.,RN,Rassemblement National
1362,44,4406,3,HUNAULT,Alain,M.,DVD,Divers droite
1363,44,4406,4,LEJAU,Fannie,Mme,DSV,Droite souverainiste
1364,44,4406,5,RAUX,Jean-Claude,M.,UG,Union de la gauche
1365,44,4407,1,CORBIN,Sophie,Mme,REC,Reconquête !
1366,44,4407,2,BELIN,Marie-France,Mme,EXG,Extrême gauche
1367,44,4407,3,JOSSO,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1368,44,4407,4,MAHÉ,Véronique,Mme,UG,Union de la gauche
1369,44,4407,5,PLOUVIER,Bertrand,M.,LR,Les Républicains
1370,44,4407,6,HUNAULT,Michel,M.,UXD,Union de l'extrême droite
1371,44,4407,7,BOURDEAU,Gaël,M.,DSV,Droite souverainiste
1372,44,4408,1,LE BELLER,Eddy,M.,EXG,Extrême gauche
1373,44,4408,2,DUFEU,Audrey,Mme,ENS,Ensemble ! (Majorité présidentielle)
1374,44,4408,3,PERRIN,Xavier,M.,DVG,Divers gauche
1375,44,4408,4,BOUCHET,Gauthier,M.,RN,Rassemblement National
1376,44,4408,5,BEUVELET,Florence,Mme,LR,Les Républicains
1377,44,4408,6,TAVEL,Matthias,M.,UG,Union de la gauche
1378,44,4409,1,PAPOT,Aurore,Mme,DSV,Droite souverainiste
1379,44,4409,2,MACON,Hélène,Mme,UG,Union de la gauche
1380,44,4409,3,BRARD,Jean-Michel,M.,DVD,Divers droite
1381,44,4409,4,HERVO,Annie,Mme,EXG,Extrême gauche
1382,44,4409,5,CHOMARD,Laurent,M.,REC,Reconquête !
1383,44,4409,6,LE GAL LA SALLE,Annie,Mme,ECO,Ecologistes
1384,44,4409,7,MALDINEY,Bastian,M.,RN,Rassemblement National
1385,44,4409,8,BIZIEN,Yannis,M.,REG,Régionaliste
1386,44,4410,1,COTREL,Stéphanie,Mme,RN,Rassemblement National
1387,44,4410,2,VIANCIN,Maxime,M.,UG,Union de la gauche
1388,44,4410,3,CHEVALIER,Bruno,M.,DVG,Divers gauche
1389,44,4410,4,ERRANTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle)
1390,44,4410,5,COUSIN,Jacques,M.,DSV,Droite souverainiste
1391,44,4410,6,GARDAIR,Emmanuèle,Mme,EXG,Extrême gauche
1392,44,4410,7,RINEAU,Xavier,M.,LR,Les Républicains
1393,45,4501,1,RABAULT,Tiffanie,Mme,RN,Rassemblement National
1394,45,4501,2,KOUNOWSKI,Ghislaine,Mme,UG,Union de la gauche
1395,45,4501,3,MAURICE,Nicole,Mme,REC,Reconquête !
1396,45,4501,4,CHASSANG,Guillaume,M.,DVC,Divers centre
1397,45,4501,5,TREPKA,Claude,M.,EXG,Extrême gauche
1398,45,4501,6,RIST,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle)
1399,45,4502,1,COLAS,Cyril,M.,LR,Les Républicains
1400,45,4502,2,JANVIER,Caroline,Mme,ENS,Ensemble ! (Majorité présidentielle)
1401,45,4502,3,MEGDOUD,Farida,Mme,EXG,Extrême gauche
1402,45,4502,4,CARRANI,Bruno,M.,ECO,Ecologistes
1403,45,4502,5,DUPLESSY,Emmanuel,M.,UG,Union de la gauche
1404,45,4502,6,CHAILLOU,Yann,M.,DVG,Divers gauche
1405,45,4502,7,BABIN,Elodie,Mme,RN,Rassemblement National
1406,45,4502,8,DUVILLARD,Marie-Odile,Mme,REC,Reconquête !
1407,45,4502,9,AACHBOUN,Ahmed,M.,DVG,Divers gauche
1408,45,4503,1,DE PÉLICHY,Constance,Mme,DVC,Divers centre
1409,45,4503,2,NAULIN,Michel,M.,EXG,Extrême gauche
1410,45,4503,3,PARIS,Mathilde,Mme,RN,Rassemblement National
1411,45,4503,4,MAURICE,Thomas,M.,REC,Reconquête !
1412,45,4503,5,VERDE,Clément,M.,UG,Union de la gauche
1413,45,4504,1,HARLÉ,Mélusine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1414,45,4504,2,CLERGUE,Dominique,Mme,EXG,Extrême gauche
1415,45,4504,3,NOTTIN,Bruno,M.,UG,Union de la gauche
1416,45,4504,4,LOUBERT,Georges,M.,REC,Reconquête !
1417,45,4504,5,LÉVY,Ariel,M.,LR,Les Républicains
1418,45,4504,6,ROCHE,Françoise,Mme,DIV,Divers
1419,45,4504,7,MÉNAGÉ,Thomas,M.,RN,Rassemblement National
1420,45,4505,1,LACAPELLE,Jean-Lin,M.,RN,Rassemblement National
1421,45,4505,2,BOUTET,Anne-Laure,Mme,UG,Union de la gauche
1422,45,4505,3,ROBERT,Martine,Mme,REC,Reconquête !
1423,45,4505,4,BIARDEAU,Christine,Mme,DIV,Divers
1424,45,4505,5,BROSSE,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle)
1425,45,4505,6,QUELIN,Benjamin,M.,DVD,Divers droite
1426,45,4505,7,SOTTEJEAU,Céline,Mme,EXG,Extrême gauche
1427,45,4506,1,RAMOS,Richard,M.,ENS,Ensemble ! (Majorité présidentielle)
1428,45,4506,2,ZELLER,Anthony,M.,RN,Rassemblement National
1429,45,4506,3,CHOQUEL,David,M.,EXG,Extrême gauche
1430,45,4506,4,LAVIALLE,Christophe,M.,UG,Union de la gauche
1431,45,4506,5,LAMARQUE,Isabelle,Mme,REC,Reconquête !
1432,45,4506,6,POISSON,Jean-Luc,M.,LR,Les Républicains
1433,45,4506,7,BERTHAULT-KORZHYK,Annie,Mme,DSV,Droite souverainiste
1434,46,4601,1,DECREMPS,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle)
1435,46,4601,2,PRADIÉ,Aurélien,M.,LR,Les Républicains
1436,46,4601,3,TESSON,François,M.,REC,Reconquête !
1437,46,4601,4,BOUGEARD,Elsa,Mme,UG,Union de la gauche
1438,46,4601,5,MIHAYLOVA,Slavka,Mme,RN,Rassemblement National
1439,46,4601,6,DOMENECH,Ghislain,M.,EXG,Extrême gauche
1440,46,4602,1,TIEGNA,Huguette,Mme,ENS,Ensemble ! (Majorité présidentielle)
1441,46,4602,2,PROENÇA,Christophe,M.,UG,Union de la gauche
1442,46,4602,3,BOUGUERRA,Rabah,M.,DVG,Divers gauche
1443,46,4602,4,VIAU,Marie-Michèle,Mme,EXG,Extrême gauche
1444,46,4602,5,BLANCHET,Gérard Raymond,M.,RN,Rassemblement National
1445,46,4602,6,PAGET,Daniel,M.,DIV,Divers
1446,47,4701,1,CUQUEL,Patrice,M.,REG,Régionaliste
1447,47,4701,2,EL MARBATI,Mohamed,M.,EXG,Extrême gauche
1448,47,4701,3,VO VAN,Paul,M.,UG,Union de la gauche
1449,47,4701,4,DELBOSQ,Sébastien,M.,RN,Rassemblement National
1450,47,4701,5,LAUZZANA,Michel,M.,ENS,Ensemble ! (Majorité présidentielle)
1451,47,4702,1,COURREGELONGUE,Christophe,M.,UG,Union de la gauche
1452,47,4702,2,LENZI,Jean-Marie,M.,ENS,Ensemble ! (Majorité présidentielle)
1453,47,4702,3,LAPORTE,Hélène,Mme,RN,Rassemblement National
1454,47,4702,4,LAMBOLEZ,Nathalie,Mme,EXG,Extrême gauche
1455,47,4703,1,COUSIN,Annick,Mme,RN,Rassemblement National
1456,47,4703,2,LEPERS,Guillaume,M.,DVD,Divers droite
1457,47,4703,3,CAHUZAC,Jérôme,M.,DVG,Divers gauche
1458,47,4703,4,CZAPLA,Xavier,M.,UG,Union de la gauche
1459,47,4703,5,GASC,Bernadette,Mme,EXG,Extrême gauche
1460,48,4801,1,GOUSSEAU,Luc-Etienne,M.,RN,Rassemblement National
1461,48,4801,2,ZIDOUN,Dja,M.,DVG,Divers gauche
1462,48,4801,3,MOREL A L'HUISSIER,Pierre,M.,DVC,Divers centre
1463,48,4801,4,GUIRAL,Michel,M.,DIV,Divers
1464,48,4801,5,PANTEL,Sophie,Mme,UG,Union de la gauche
1465,48,4801,6,SOUCHON,Annie,Mme,EXG,Extrême gauche
1466,49,4901,1,GERNIGON,François,M.,ENS,Ensemble ! (Majorité présidentielle)
1467,49,4901,2,GOUAS,Anthony,M.,EXG,Extrême gauche
1468,49,4901,3,DUPAS,Marie Louise,Mme,EXG,Extrême gauche
1469,49,4901,4,RICHARD,Elsa,Mme,UG,Union de la gauche
1470,49,4901,5,LÉCUYER,Séverine,Mme,LR,Les Républicains
1471,49,4901,6,LOUVIGNE,Hugo,M.,RN,Rassemblement National
1472,49,4901,7,PRUNIERE,Roselyne,Mme,REC,Reconquête !
1473,49,4902,1,SALQUAIN,Bertrand,M.,DVC,Divers centre
1474,49,4902,2,LEBRUN,Philippe,M.,EXG,Extrême gauche
1475,49,4902,3,TRIOT,Benoît,M.,LR,Les Républicains
1476,49,4902,4,METAYER,Léo,M.,UG,Union de la gauche
1477,49,4902,5,DUPONT,Stella,Mme,ENS,Ensemble ! (Majorité présidentielle)
1478,49,4902,6,BRISSEAU,Thomas,M.,RN,Rassemblement National
1479,49,4903,1,PEILLON,Patricia,Mme,EXG,Extrême gauche
1480,49,4903,2,BLIN,Anne-Laure,Mme,LR,Les Républicains
1481,49,4903,3,ALEXANDRE,Patrick,M.,UG,Union de la gauche
1482,49,4903,4,HOLLEY,Simon,M.,ENS,Ensemble ! (Majorité présidentielle)
1483,49,4903,5,BOURGEAULT,Edouard,M.,RN,Rassemblement National
1484,49,4904,1,GERET,Sylvie,Mme,EXG,Extrême gauche
1485,49,4904,2,MORTIER,Frédéric,M.,LR,Les Républicains
1486,49,4904,3,VITASSE,Nicolas,M.,EXG,Extrême gauche
1487,49,4904,4,HAMON,Delphine,Mme,DSV,Droite souverainiste
1488,49,4904,5,SAINT-PAUL,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle)
1489,49,4904,6,BOUVET,Charlyne,Mme,UG,Union de la gauche
1490,49,4904,7,LAHONDÈS,Aurore,Mme,RN,Rassemblement National
1491,49,4905,1,BOURDOULEIX,Gilles,M.,UXD,Union de l'extrême droite
1492,49,4905,2,TESTU,Didier,M.,EXG,Extrême gauche
1493,49,4905,3,MASSEGLIA,Denis,M.,ENS,Ensemble ! (Majorité présidentielle)
1494,49,4905,4,LIGOT,Jacquelin,M.,LR,Les Républicains
1495,49,4905,5,ESTANG,Véronique,Mme,REC,Reconquête !
1496,49,4905,6,MOREAU,France,Mme,UG,Union de la gauche
1497,49,4905,7,GUYARD,Frédéric,M.,DSV,Droite souverainiste
1498,49,4906,1,CHAUSSIVERT,Anaëlle,Mme,LR,Les Républicains
1499,49,4906,2,GABIN,Sylvie,Mme,UG,Union de la gauche
1500,49,4906,3,PAVAGEAU,Tim,M.,RN,Rassemblement National
1501,49,4906,4,LE DIAGON,Yann,M.,EXG,Extrême gauche
1502,49,4906,5,DUBRE CHIRAT,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle)
1503,49,4906,6,MERCIER,Eric,M.,DSV,Droite souverainiste
1504,49,4907,1,BOULLAIS CHALLIER,Sandrine,Mme,LR,Les Républicains
1505,49,4907,2,LASCAUD,Clémence,Mme,RN,Rassemblement National
1506,49,4907,3,L'HUILLIER,Céline,Mme,EXG,Extrême gauche
1507,49,4907,4,CRESPIN,Régis,M.,DSV,Droite souverainiste
1508,49,4907,5,BOLO,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
1509,49,4907,6,GORIOUX,Valérie,Mme,REC,Reconquête !
1510,49,4907,7,JOUANNEAU,Guillaume,M.,UG,Union de la gauche
1511,49,4907,8,DE LA SALMONIERE,Raphaël,M.,DVD,Divers droite
1512,50,5001,1,MASSON,Michaël,M.,ENS,Ensemble ! (Majorité présidentielle)
1513,50,5001,2,HEDOUIN,Guillaume,M.,UG,Union de la gauche
1514,50,5001,3,LEWI,Olivia,Mme,EXG,Extrême gauche
1515,50,5001,4,GOSSELIN,Philippe,M.,DVD,Divers droite
1516,50,5001,5,SIMON,Franck,M.,RN,Rassemblement National
1517,50,5001,6,POISSON,Jacques,M.,DVD,Divers droite
1518,50,5001,7,BESAGNY,Laurent,M.,REC,Reconquête !
1519,50,5001,8,RAJAUT,Baptiste,M.,ECO,Ecologistes
1520,50,5002,1,RETAILLEAU,Hervé,M.,REC,Reconquête !
1521,50,5002,2,SORRE,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle)
1522,50,5002,3,TRAN,Mai,Mme,EXG,Extrême gauche
1523,50,5002,4,GRIMBERT,Patrick,M.,UG,Union de la gauche
1524,50,5002,5,KURDZIEL,Marie-Françoise,Mme,RN,Rassemblement National
1525,50,5002,6,BARENTON GUILLAS,Julie,Mme,DVD,Divers droite
1526,50,5003,1,VEROVE,Gaëlle,Mme,UG,Union de la gauche
1527,50,5003,2,GIRY,Pierre,M.,UXD,Union de l'extrême droite
1528,50,5003,3,VERLEYEN,Aurélien,M.,ECO,Ecologistes
1529,50,5003,4,AYOUTI,Mansour,M.,EXG,Extrême gauche
1530,50,5003,5,MAUBÉ,Stéphanie,Mme,DIV,Divers
1531,50,5003,6,GUYOT,Christian,M.,REC,Reconquête !
1532,50,5003,7,TRAVERT,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle)
1533,50,5003,8,QUESNEL,Yohann,M.,DSV,Droite souverainiste
1534,50,5004,1,LEPETIT,Yann,M.,ENS,Ensemble ! (Majorité présidentielle)
1535,50,5004,2,MARGUERITTE,Camille,Mme,DVD,Divers droite
1536,50,5004,3,CONQUER,Nicolas,M.,UXD,Union de l'extrême droite
1537,50,5004,4,DA CRUZ-LEGELEUX,Yann,M.,REC,Reconquête !
1538,50,5004,5,BENRAMDANE,Abdelkader,M.,EXG,Extrême gauche
1539,50,5004,6,PIC,Anna,Mme,UG,Union de la gauche
1540,51,5101,1,ALBERTINI,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle)
1541,51,5101,2,MEXIS,Adrien,M.,DVD,Divers droite
1542,51,5101,3,VARLET,Vincent,M.,EXG,Extrême gauche
1543,51,5101,4,BOURGOIN,Evelyne,Mme,UG,Union de la gauche
1544,51,5102,1,PACE,Marie,Mme,REC,Reconquête !
1545,51,5102,2,ROSE,Thomas,M.,EXG,Extrême gauche
1546,51,5102,3,WYSOCINSKI,Ghislain,M.,ECO,Ecologistes
1547,51,5102,4,LANG,Stéphane,M.,DVD,Divers droite
1548,51,5102,5,FRIGOUT,Anne-Sophie,Mme,RN,Rassemblement National
1549,51,5102,6,PIROUELLE,Stéphane,M.,UG,Union de la gauche
1550,51,5102,7,MILLER,Laure,Mme,ENS,Ensemble ! (Majorité présidentielle)
1551,51,5103,1,SENE,Julien,M.,REC,Reconquête !
1552,51,5103,2,BERTHÉLÉMY,Chantal,Mme,UG,Union de la gauche
1553,51,5103,3,JABBOUR,Johanna,Mme,DSV,Droite souverainiste
1554,51,5103,4,CORMERAIS,Charlotte,Mme,EXG,Extrême gauche
1555,51,5103,5,MICHELET,Maxime,M.,UXD,Union de l'extrême droite
1556,51,5103,6,GIRARDIN,Eric,M.,ENS,Ensemble ! (Majorité présidentielle)
1557,51,5104,1,LAURENT,Maxence,M.,UG,Union de la gauche
1558,51,5104,2,MICHEL,Gabriel,M.,DVD,Divers droite
1559,51,5104,3,GOSSEAU,Laurent,M.,EXG,Extrême gauche
1560,51,5104,4,DUCANDA,Marty,M.,DIV,Divers
1561,51,5104,5,MAGNIER,Lise,Mme,ENS,Ensemble ! (Majorité présidentielle)
1562,51,5104,6,BISIAUX,Achille,M.,RN,Rassemblement National
1563,51,5105,1,PADIOU,Gaël,M.,UG,Union de la gauche
1564,51,5105,2,BESSON,Thierry,M.,RN,Rassemblement National
1565,51,5105,3,BASTIEN,Joëlle,Mme,EXG,Extrême gauche
1566,51,5105,4,DE COURSON,Charles,M.,DVC,Divers centre
1567,52,5201,1,DEMAY,Sylvain,M.,EXG,Extrême gauche
1568,52,5201,2,GALLET,Baptiste,M.,DIV,Divers
1569,52,5201,3,LAMBERT,Benjamin,M.,UG,Union de la gauche
1570,52,5201,4,BENTZ,Christophe,M.,RN,Rassemblement National
1571,52,5201,5,ABBA,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle)
1572,52,5202,1,VIOT,Ingrid,Mme,UG,Union de la gauche
1573,52,5202,2,PRUM,Justin,M.,EXG,Extrême gauche
1574,52,5202,3,LACROIX,Nicolas,M.,DVD,Divers droite
1575,52,5202,4,ROBERT-DEHAULT,Laurence,Mme,RN,Rassemblement National
1576,53,5301,1,GAROT,Guillaume,M.,UG,Union de la gauche
1577,53,5301,2,VEYRE DE SORAS,Paule,Mme,RN,Rassemblement National
1578,53,5301,3,HIBON ARTHUIS,Stéphanie,Mme,DVD,Divers droite
1579,53,5301,4,ROMIER,Fabrice,M.,EXG,Extrême gauche
1580,53,5301,5,SAULNIER,Vincent,M.,UDI,Union des Démocrates et Indépendants
1581,53,5302,1,PLACE,Jean-Luc,M.,EXG,Extrême gauche
1582,53,5302,2,BOISSEAU,Grégory,M.,UG,Union de la gauche
1583,53,5302,3,CADENAS,Jean-Michel,M.,RN,Rassemblement National
1584,53,5302,4,GRUDE,Patrice,M.,DIV,Divers
1585,53,5302,5,GUYON,Pierre-Elie,M.,DVD,Divers droite
1586,53,5302,6,BANNIER,Géraldine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1587,53,5303,1,BELL,Annie,Mme,RN,Rassemblement National
1588,53,5303,2,AMELIN,Martine,Mme,EXG,Extrême gauche
1589,53,5303,3,FAVENNEC,Yannick,M.,HOR,Horizons
1590,53,5303,4,LEFOULON,Stéphanie,Mme,UG,Union de la gauche
1591,54,5401,1,MERCIER,Estelle,Mme,UG,Union de la gauche
1592,54,5401,2,NIMSGERN,Christiane,Mme,EXG,Extrême gauche
1593,54,5401,3,ARNOULD,Aurélien,M.,LR,Les Républicains
1594,54,5401,4,MELET,Patricia,Mme,RN,Rassemblement National
1595,54,5401,5,GUILLEMARD,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
1596,54,5401,6,NESPOLO,Massimo,M.,DSV,Droite souverainiste
1597,54,5402,1,MAILLOT,Geneviève,Mme,RN,Rassemblement National
1598,54,5402,2,FROMONT,Sloane,Mme,LR,Les Républicains
1599,54,5402,3,LACRESSE,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle)
1600,54,5402,4,DESTOMBES,Odile,Mme,EXG,Extrême gauche
1601,54,5402,5,HABLOT,Stéphane,M.,UG,Union de la gauche
1602,54,5402,6,GEORGES,Lucy,Mme,REC,Reconquête !
1603,54,5403,1,BOURY,Xavier,M.,EXG,Extrême gauche
1604,54,5403,2,WEBER,Frédéric,M.,RN,Rassemblement National
1605,54,5403,3,SERVAGI,Mathieu,M.,LR,Les Républicains
1606,54,5403,4,ETIENNE,Martine,Mme,UG,Union de la gauche
1607,54,5403,5,MAURICE,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle)
1608,54,5404,1,HEILLIETTE,Geneviève,Mme,EXG,Extrême gauche
1609,54,5404,2,CANTIGET,Valérie,Mme,REC,Reconquête !
1610,54,5404,3,BERTOZZI-BIÉVELOT,Barbara,Mme,UG,Union de la gauche
1611,54,5404,4,BILDE,Dominique,Mme,RN,Rassemblement National
1612,54,5404,5,BAZIN,Thibault,M.,LR,Les Républicains
1613,54,5405,1,PECHER,Louis-Joseph,M.,UXD,Union de l'extrême droite
1614,54,5405,2,POTIER,Dominique,M.,UG,Union de la gauche
1615,54,5405,3,AUBERT,Miriam,Mme,EXG,Extrême gauche
1616,54,5405,4,NUPS,Pierre-Nicolas,M.,EXD,Extrême droite
1617,54,5405,5,MATHIEU,Edouard,M.,DIV,Divers
1618,54,5405,6,VINOT,Quentin,M.,LR,Les Républicains
1619,54,5406,1,BARBIN,Dominique,M.,EXG,Extrême gauche
1620,54,5406,2,NOWAK,Richard,M.,ECO,Ecologistes
1621,54,5406,3,TOPARSLAN,Ergün,M.,ENS,Ensemble ! (Majorité présidentielle)
1622,54,5406,4,SIMON,Jordan,M.,LR,Les Républicains
1623,54,5406,5,BOULOGNE,Anthony,M.,RN,Rassemblement National
1624,54,5406,6,THIRION,Sonia,Mme,DSV,Droite souverainiste
1625,54,5406,7,FIAT,Caroline,Mme,UG,Union de la gauche
1626,55,5501,1,GUCKERT,Olivier,M.,UG,Union de la gauche
1627,55,5501,2,PANCHER,Bertrand,M.,DVD,Divers droite
1628,55,5501,3,TYMEN,Blaise,M.,EXG,Extrême gauche
1629,55,5501,4,MARIAGE,Sylvie,Mme,DSV,Droite souverainiste
1630,55,5501,5,MOUTAUX,Grégoire,M.,DVD,Divers droite
1631,55,5501,6,AMBLARD,Maxime,M.,RN,Rassemblement National
1632,55,5502,1,GOULET,Florence,Mme,RN,Rassemblement National
1633,55,5502,2,NORDEMANN,Pierre,M.,EXG,Extrême gauche
1634,55,5502,3,LAFLOTTE,Johan,M.,UG,Union de la gauche
1635,55,5502,4,LAFUE,Valentine,Mme,ECO,Ecologistes
1636,55,5502,5,DUMONT,Jerome,M.,DVD,Divers droite
1637,56,5601,1,LE SANT,Ronan,M.,REG,Régionaliste
1638,56,5601,2,LE BARAILLEC,Yann,M.,DVG,Divers gauche
1639,56,5601,3,MARTIN,Joseph,M.,RN,Rassemblement National
1640,56,5601,4,VASSEUR,Alice,Mme,DIV,Divers
1641,56,5601,5,GALLO,Anne,Mme,UG,Union de la gauche
1642,56,5601,6,PESCHANSKI,Marc,M.,EXG,Extrême gauche
1643,56,5601,7,LE HÉNANFF,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle)
1644,56,5602,1,BENIGUEL,Jade,Mme,UG,Union de la gauche
1645,56,5602,2,CLAVREUIL,Pierre,M.,DVD,Divers droite
1646,56,5602,3,DE KERSAUSON,Florent,M.,RN,Rassemblement National
1647,56,5602,4,PAHUN,Jimmy,M.,ENS,Ensemble ! (Majorité présidentielle)
1648,56,5602,5,TRÉDAN,Maëlig,M.,REG,Régionaliste
1649,56,5602,6,CHEÈRE,Yves,M.,EXG,Extrême gauche
1650,56,5603,1,DORÉ-LUCAS,Marie Madeleine,Mme,UG,Union de la gauche
1651,56,5603,2,DEVRIENDT,Jocelyne,Mme,REG,Régionaliste
1652,56,5603,3,ÉPAILLARD,Lionel,M.,ECO,Ecologistes
1653,56,5603,4,PERRAULT,Soizic,Mme,DVD,Divers droite
1654,56,5603,5,LE PEIH,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle)
1655,56,5603,6,OLIVIERO,Antoine,M.,RN,Rassemblement National
1656,56,5603,7,LEPERT,Julie,Mme,EXG,Extrême gauche
1657,56,5603,8,CUCINIELLO,Julie,Mme,DSV,Droite souverainiste
1658,56,5604,1,MAMAR,Khaled,M.,ECO,Ecologistes
1659,56,5604,2,CRUNIL,Patrice,M.,EXG,Extrême gauche
1660,56,5604,3,GUEGAN,Rozenn,Mme,ENS,Ensemble ! (Majorité présidentielle)
1661,56,5604,4,MOLAC,Paul,M.,REG,Régionaliste
1662,56,5604,5,LE CUILLIER,Katel,Mme,RN,Rassemblement National
1663,56,5604,6,HUET,Bernard,M.,DSV,Droite souverainiste
1664,56,5604,7,LE FLECHER,Lhea,Mme,UG,Union de la gauche
1665,56,5605,1,MÉTAYER,Lysiane,Mme,ENS,Ensemble ! (Majorité présidentielle)
1666,56,5605,2,GIRARD,Damien,M.,UG,Union de la gauche
1667,56,5605,3,PIERRON,Blandine,Mme,EXG,Extrême gauche
1668,56,5605,4,LE GOFF,Aurélie,Mme,RN,Rassemblement National
1669,56,5606,1,JACQUES,Jean-Michel,M.,ENS,Ensemble ! (Majorité présidentielle)
1670,56,5606,2,LAGREE,Kelig,Mme,EXG,Extrême gauche
1671,56,5606,3,CHARLERY,Valère,M.,DSV,Droite souverainiste
1672,56,5606,4,BARACH,Daniel,M.,DVD,Divers droite
1673,56,5606,5,GUIHOT-VIEIRA,Nathalie,Mme,RN,Rassemblement National
1674,56,5606,6,BAUDRY,Jean-Michel,M.,UG,Union de la gauche
1675,57,5701,1,GEORGET,Didier,M.,EXG,Extrême gauche
1676,57,5701,2,BELHADDAD,Belkhir,M.,ENS,Ensemble ! (Majorité présidentielle)
1677,57,5701,3,LALOUX,Grégoire,M.,RN,Rassemblement National
1678,57,5701,4,COSTA,Américo Jonas,M.,DIV,Divers
1679,57,5701,5,LEJAL,Célia,Mme,EXG,Extrême gauche
1680,57,5701,6,JACQUES,Jean-François,M.,DSV,Droite souverainiste
